prefix,resource,organisation,reference,entity
conservation-area,,local-authority-eng:BRY,COA00000726,44002834
conservation-area,,government-organisation:PB1164,6968,44002835
conservation-area,,government-organisation:PB1164,6984,44002836
conservation-area,,local-authority-eng:BRY,COA00000313,44002836
conservation-area,,government-organisation:PB1164,6992,44002837
conservation-area,,local-authority-eng:BRY,COA00000612,44002837
conservation-area,,government-organisation:PB1164,6983,44002838
conservation-area,,government-organisation:PB1164,6974,44002839
conservation-area,,government-organisation:PB1164,6966,44002840
conservation-area,,local-authority-eng:BRY,COA00000579,44002840
conservation-area,,government-organisation:PB1164,6988,44002841
conservation-area,,government-organisation:PB1164,6972,44002842
conservation-area,,local-authority-eng:BRY,COA00000722,44002842
conservation-area,,government-organisation:PB1164,6958,44002843
conservation-area,,local-authority-eng:BRY,COA00000574,44002843
conservation-area,,government-organisation:PB1164,6977,44002844
conservation-area,,local-authority-eng:BRY,COA00000736,44002844
conservation-area,,government-organisation:PB1164,6990,44002845
conservation-area,,government-organisation:PB1164,6971,44002846
conservation-area,,local-authority-eng:BRY,COA00000724,44002846
conservation-area,,government-organisation:PB1164,6957,44002847
conservation-area,,government-organisation:PB1164,6993,44002848
conservation-area,,government-organisation:PB1164,6976,44002849
conservation-area,,government-organisation:PB1164,6607,44002850
conservation-area,,local-authority-eng:WSM,COA00000967,44002850
conservation-area,,government-organisation:PB1164,6608,44002851
conservation-area,,local-authority-eng:WSM,COA00000968,44002851
conservation-area,,government-organisation:PB1164,6635,44002852
conservation-area,,local-authority-eng:WSM,COA00000969,44002852
conservation-area,,government-organisation:PB1164,6653,44002853
conservation-area,,local-authority-eng:WSM,COA00000970,44002853
conservation-area,,government-organisation:PB1164,6609,44002854
conservation-area,,government-organisation:PB1164,6657,44002855
conservation-area,,local-authority-eng:WSM,COA00000975,44002855
conservation-area,,government-organisation:PB1164,6614,44002856
conservation-area,,local-authority-eng:WSM,COA00000650,44002856
conservation-area,,government-organisation:PB1164,6646,44002857
conservation-area,,local-authority-eng:WSM,COA00000658,44002857
conservation-area,,government-organisation:PB1164,6641,44002858
conservation-area,,local-authority-eng:WSM,COA00000688,44002858
conservation-area,,government-organisation:PB1164,6613,44002859
conservation-area,,local-authority-eng:WSM,COA00000883,44002859
conservation-area,,government-organisation:PB1164,6639,44002860
conservation-area,,local-authority-eng:WSM,COA00000923,44002860
conservation-area,,government-organisation:PB1164,6644,44002861
conservation-area,,local-authority-eng:WSM,COA00000928,44002861
conservation-area,,government-organisation:PB1164,6618,44002862
conservation-area,,local-authority-eng:WSM,COA00000929,44002862
conservation-area,,government-organisation:PB1164,6612,44002863
conservation-area,,local-authority-eng:WSM,COA00000942,44002863
conservation-area,,government-organisation:PB1164,6645,44002864
conservation-area,,local-authority-eng:WSM,COA00000952,44002864
conservation-area,,government-organisation:PB1164,6622,44002865
conservation-area,,local-authority-eng:WSM,COA00000838,44002865
conservation-area,,government-organisation:PB1164,6615,44002866
conservation-area,,local-authority-eng:WSM,COA00000852,44002866
conservation-area,,government-organisation:PB1164,6621,44002867
conservation-area,,local-authority-eng:WSM,COA00000977,44002867
conservation-area,,government-organisation:PB1164,6616,44002868
conservation-area,,local-authority-eng:WSM,COA00000978,44002868
conservation-area,,government-organisation:PB1164,6638,44002869
conservation-area,,local-authority-eng:WSM,COA00000979,44002869
conservation-area,,government-organisation:PB1164,6624,44002870
conservation-area,,local-authority-eng:WSM,COA00000980,44002870
conservation-area,,government-organisation:PB1164,6655,44002871
conservation-area,,local-authority-eng:WSM,COA00000981,44002871
conservation-area,,government-organisation:PB1164,6637,44002872
conservation-area,,local-authority-eng:WSM,COA00000982,44002872
conservation-area,,government-organisation:PB1164,6623,44002873
conservation-area,,local-authority-eng:WSM,COA00000872,44002873
conservation-area,,government-organisation:PB1164,6625,44002874
conservation-area,,local-authority-eng:WSM,COA00000308,44002874
conservation-area,,government-organisation:PB1164,6629,44002875
conservation-area,,local-authority-eng:WSM,COA00000983,44002875
conservation-area,,government-organisation:PB1164,6643,44002876
conservation-area,,local-authority-eng:WSM,COA00000984,44002876
conservation-area,,government-organisation:PB1164,6628,44002877
conservation-area,,local-authority-eng:WSM,COA00000985,44002877
conservation-area,,government-organisation:PB1164,6642,44002878
conservation-area,,local-authority-eng:WSM,COA00000986,44002878
conservation-area,,government-organisation:PB1164,6631,44002879
conservation-area,,local-authority-eng:WSM,COA00000987,44002879
conservation-area,,government-organisation:PB1164,6626,44002880
conservation-area,,local-authority-eng:WSM,COA00000988,44002880
conservation-area,,government-organisation:PB1164,6640,44002881
conservation-area,,local-authority-eng:WSM,COA00000989,44002881
conservation-area,,government-organisation:PB1164,6630,44002882
conservation-area,,local-authority-eng:WSM,COA00000990,44002882
conservation-area,,government-organisation:PB1164,6627,44002883
conservation-area,,local-authority-eng:WSM,COA00000991,44002883
conservation-area,,government-organisation:PB1164,6632,44002884
conservation-area,,local-authority-eng:WSM,COA00000992,44002884
conservation-area,,government-organisation:PB1164,6647,44002885
conservation-area,,local-authority-eng:WSM,COA00000993,44002885
conservation-area,,government-organisation:PB1164,6634,44002886
conservation-area,,local-authority-eng:WSM,COA00000994,44002886
conservation-area,,government-organisation:PB1164,6648,44002887
conservation-area,,local-authority-eng:WSM,COA00001006,44002887
conservation-area,,government-organisation:PB1164,6656,44002888
conservation-area,,government-organisation:PB1164,6651,44002889
conservation-area,,local-authority-eng:WSM,COA00000311,44002889
conservation-area,,government-organisation:PB1164,6652,44002890
conservation-area,,local-authority-eng:WSM,COA00000320,44002890
conservation-area,,government-organisation:PB1164,6658,44002891
conservation-area,,local-authority-eng:WSM,COA00000342,44002891
conservation-area,,government-organisation:PB1164,6633,44002892
conservation-area,,local-authority-eng:WSM,COA00001007,44002892
conservation-area,,government-organisation:PB1164,6659,44002893
conservation-area,,local-authority-eng:WSM,COA00000995,44002893
conservation-area,,government-organisation:PB1164,6654,44002894
conservation-area,,local-authority-eng:WSM,COA00000996,44002894
conservation-area,,government-organisation:PB1164,6610,44002895
conservation-area,,local-authority-eng:WSM,COA00000997,44002895
conservation-area,,government-organisation:PB1164,6619,44002896
conservation-area,,local-authority-eng:WSM,COA00001000,44002896
conservation-area,,government-organisation:PB1164,6617,44002897
conservation-area,,local-authority-eng:WSM,COA00001001,44002897
conservation-area,,government-organisation:PB1164,6650,44002898
conservation-area,,local-authority-eng:WSM,COA00001002,44002898
conservation-area,,government-organisation:PB1164,6606,44002899
conservation-area,,local-authority-eng:WSM,COA00001003,44002899
conservation-area,,government-organisation:PB1164,6660,44002900
conservation-area,,local-authority-eng:WSM,COA00000346,44002900
conservation-area,,government-organisation:PB1164,6636,44002901
conservation-area,,local-authority-eng:WSM,COA00000802,44002901
conservation-area,,government-organisation:PB1164,6649,44002902
conservation-area,,local-authority-eng:WSM,COA00000998,44002902
conservation-area,,government-organisation:PB1164,6620,44002903
conservation-area,,local-authority-eng:WSM,COA00000999,44002903
conservation-area,,government-organisation:PB1164,3577,44002904
conservation-area,,local-authority-eng:HAV,COA00000004,44002904
conservation-area,,government-organisation:PB1164,3580,44002905
conservation-area,,local-authority-eng:HAV,COA00000001,44002905
conservation-area,,government-organisation:PB1164,3582,44002906
conservation-area,,local-authority-eng:HAV,COA00000180,44002906
conservation-area,,government-organisation:PB1164,3579,44002907
conservation-area,,local-authority-eng:HAV,COA00000179,44002907
conservation-area,,government-organisation:PB1164,3584,44002908
conservation-area,,local-authority-eng:HAV,COA00000178,44002908
conservation-area,,government-organisation:PB1164,9735,44002909
conservation-area,,government-organisation:PB1164,9734,44002910
conservation-area,,government-organisation:PB1164,3576,44002911
conservation-area,,local-authority-eng:HAV,COA00000002,44002911
conservation-area,,government-organisation:PB1164,3581,44002912
conservation-area,,local-authority-eng:HAV,COA00000151,44002912
conservation-area,,government-organisation:PB1164,3583,44002913
conservation-area,,local-authority-eng:HAV,COA00000176,44002913
conservation-area,,government-organisation:PB1164,3578,44002914
conservation-area,,local-authority-eng:HAV,COA00000003,44002914
conservation-area,,government-organisation:PB1164,3449,44002915
conservation-area,,local-authority-eng:BDG,COA00000005,44002915
conservation-area,,government-organisation:PB1164,3450,44002916
conservation-area,,local-authority-eng:BDG,COA00000006,44002916
conservation-area,,government-organisation:PB1164,3448,44002917
conservation-area,,local-authority-eng:BDG,COA00000007,44002917
conservation-area,,government-organisation:PB1164,3447,44002918
conservation-area,,local-authority-eng:BDG,COA00000010,44002918
conservation-area,,government-organisation:PB1164,596,44002919
conservation-area,,local-authority-eng:CON,137,44002919
conservation-area,,local-authority-eng:CON,DCO154,44002919
conservation-area,,government-organisation:PB1164,6323,44002920
